Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL,Opening Hours,Popular Dishes,Detailed Address
Kin Ramen,Midtown West,"Ramen, Izakaya",4.7,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/kin-ramen-new-york?osq=Restaurants,https://www.yelp.com/biz/lSKEPxxTYxCN9oi6CXRmcQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50,"['Mon: 12:00 PM - 3:00 PM 4:30 PM - 10:00 PM', 'Tue: 12:00 PM - 3:00 PM 4:30 PM - 10:00 PM', 'Wed: 12:00 PM - 3:00 PM 4:30 PM - 10:00 PM', 'Thu: 12:00 PM - 3:00 PM 4:30 PM - 10:00 PM', 'Fri: 12:00 PM - 3:00 PM 4:30 PM - 10:00 PM', 'Sat: 12:00 PM - 3:00 PM 4:30 PM - 10:00 PM', 'Sun: 12:00 PM - 3:00 PM 4:30 PM - 10:00 PM']","['Gyoza', 'Miso Ramen', 'Soy Vegan Ramen', 'Matcha Lava Cake', 'Chicken Bumps', 'Chicken Ramen', 'Sashimi Salad', 'Takoyaki', 'Ube Tempura', 'Tori Karaage', 'Softshell Crab Nikuman', 'Shoyu Ramen']","129 W 56th StNew York, NY 10019"
Judge Roy Bean Public House,Midtown West,"Pubs, Venues & Event Spaces, American (Traditional)",4.4,"√ Outdoor seating, × Delivery, √ Takeout",$$,https://www.yelp.com/biz/judge-roy-bean-public-house-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50,"['Mon: 11:00 AM - 2:00 AM (Next day)', 'Tue: 11:00 AM - 2:00 AM (Next day)', 'Wed: 11:00 AM - 2:00 AM (Next day)', 'Thu: 11:00 AM - 2:00 AM (Next day)', 'Fri: 11:00 AM - 2:00 AM (Next day)', 'Sat: 11:00 AM - 2:00 AM (Next day)', 'Sun: 12:00 AM - 11:00 PM']","['Jrb Burger', 'Texas Burger', 'Plain Pub Burger', 'Fish and Chips', 'Veggie Burger', 'Chicken Parm']","38 W 56th StNew York, NY 10019"
The Cabin NYC,East Village,"American (New), Cocktail Bars, Breakfast & Brunch",4.0,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/the-cabin-nyc-new-york-2?osq=Restaurants,https://www.yelp.com/reservations/the-cabin-nyc-new-york-2,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=50,"['Mon: Closed', 'Tue: 4:00 PM - 10:00 PM', 'Wed: 4:00 PM - 10:00 PM', 'Thu: 4:00 PM - 10:00 PM', 'Fri: 4:00 PM - 2:00 AM (Next day)', 'Sat: 11:00 AM - 2:00 AM (Next day)', 'Sun: 11:00 AM - 10:00 PM']",[],"205 E 4th StNew York, NY 10009"
Sagaponack,Flatiron,"Bars, Seafood, Asian Fusion",4.7,"× Outdoor seating, √ Delivery, √ Takeout",$$$,https://www.yelp.com/biz/sagaponack-new-york-6?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 11:30 AM - 3:00 PM 5:00 PM - 10:00 PM', 'Tue: 11:30 AM - 3:00 PM 5:00 PM - 10:00 PM', 'Wed: 11:30 AM - 3:00 PM 5:00 PM - 10:00 PM', 'Thu: 11:30 AM - 3:00 PM 5:00 PM - 10:30 PM', 'Fri: 11:30 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sat: 11:30 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sun: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM']",[],"4 W 22nd StNew York, NY 10010"
Jack’s Wife Freda,Chelsea,"Breakfast & Brunch, Desserts, Sandwiches",3.9,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/jacks-wife-freda-new-york-4?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 8:30 AM - 10:00 PM', 'Tue: 8:30 AM - 10:00 PM', 'Wed: 8:30 AM - 10:00 PM', 'Thu: 8:30 AM - 11:00 PM', 'Fri: 8:30 AM - 11:00 PM', 'Sat: 8:30 AM - 11:00 PM', 'Sun: 8:30 AM - 9:00 PM']","['Madame Freda Sandwich', 'Green Shakshuka', 'Mediterranean Breakfast', 'Duck Bacon', 'Fried Zucchini Chips', 'Grilled Halloumi', 'Peri Peri Chicken', 'Chicken Kebab', 'Greek Salad', 'Prego Roll', 'Roasted Cauliflower', 'Mashed Avocado Toast', 'Skirt Steak', 'Chopped Salad', 'Egg & Cheese Sandwich', 'Salmon Burger', 'Scrambled Eggs', 'Croque Madame', 'Peri Peri Wings', 'Chicken Wings']","116 8th AveNew York, NY 10011"
Momofuku Noodle Bar - Uptown,Hell's Kitchen,"American (New), Noodles, Ramen",4.0,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/momofuku-noodle-bar-uptown-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Tue: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Wed: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Thu: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Fri: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Sat: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM', 'Sun: 11:30 AM - 4:00 PM 5:00 PM - 9:30 PM']","['Pork Belly', 'Pork Buns', 'Smoked Pork Ramen', 'Garlic Chicken Ramen', 'Shrimp Buns', 'Spicy Beef Ramen', 'David Chang Noodle', 'Ginger Scallion Noodles', 'Seared Shrimp', 'Spicy Rice Cakes', 'Mushroom Ramen', 'Cumin Lamb Noodles', 'Chilled Spicy Noodles', 'Spicy Pork Dip Bao', 'White Truffle Soft Serve', 'Caramelized Shiitake', 'Shiitake Buns', 'Tuna Crudo', 'Bao Buns', 'Blue Prawns']","10 Columbus CirThird FloorNew York, NY 10019"
ARIARI,East Village,"Korean, Tapas/Small Plates, Gastropubs",4.5,"× Delivery, × Takeout",,https://www.yelp.com/biz/ariari-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 5:00 PM - 9:45 PM', 'Tue: 5:00 PM - 9:45 PM', 'Wed: 5:00 PM - 9:45 PM', 'Thu: 5:00 PM - 9:45 PM', 'Fri: 5:00 PM - 10:45 PM', 'Sat: 5:00 PM - 10:45 PM', 'Sun: 5:00 PM - 9:45 PM']","['Soft Shell Crab', 'Beef Tartare', 'Pork Soup', 'Fried Chicken', 'Seafood Stew', 'Fried Squid', 'Spicy Pork', 'Lotus Root Salad', 'Scallop Diy Roll', 'Sea Urchin Dol Sap', 'Dolsot Al Bap', 'Lamb Stuffed Jalapenos', 'Spicy Seafood Udon', 'Raw Fish', 'Chicken Skewers', 'Beef Soup', 'Mak Hwe', 'Fish Roes', 'Lettuce Wraps', 'Yook Hwe']","119 1st AveNew York, NY 10003"
The Modern,Midtown West,American (New),4.3,"√ Outdoor seating, × Delivery, × Takeout",$$$$,https://www.yelp.com/biz/the-modern-new-york-3?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 11:30 AM - 2:00 PM 5:00 PM - 9:00 PM', 'Tue: 11:30 AM - 2:00 PM 5:00 PM - 9:00 PM', 'Wed: 11:30 AM - 2:00 PM 5:00 PM - 9:00 PM', 'Thu: 11:30 AM - 2:00 PM 5:00 PM - 9:00 PM', 'Fri: 11:30 AM - 2:00 PM 5:00 PM - 9:00 PM', 'Sat: 11:30 AM - 2:00 PM 5:00 PM - 9:00 PM', 'Sun: 11:30 AM - 2:00 PM']","['Foie Gras', 'Eggs on Eggs on Eggs', 'Amuse Bouche Canapes', 'Seared Scallops', 'Sea Bass', 'Steak Tartare', 'Caramel Parfait', 'Beer Braised Pork Belly', 'Mango Ravioli', 'Diver Scallop', 'Duck Confit Ravioli', 'Beef Tenderloin', 'Sorbet Palate Cleanser', 'Tuna Tartare', 'Hazelnut Dacquoise', 'Long Island Duck Breast', 'Yellowfin Tuna']","9 W 53rd StNew York, NY 10019"
Saigon Shack,Greenwich Village,"Vietnamese, Sandwiches, Coffee & Tea",4.1,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/saigon-shack-new-york?osq=Restaurants,https://www.yelp.com/biz/7Qvh0oFRsoqrO9qNlcMKXQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 11:00 AM - 9:00 PM', 'Tue: 11:00 AM - 9:00 PM', 'Wed: 11:00 AM - 9:00 PM', 'Thu: 11:00 AM - 9:00 PM', 'Fri: 11:00 AM - 9:30 PM', 'Sat: 11:00 AM - 9:30 PM', 'Sun: 11:00 AM - 9:00 PM']","['Classic Beef Pho', 'Grilled Lemongrass Chicken Pho', 'Grilled Pork Chops', 'Vegetarian Pho', 'Grilled Lemongrass Chicken', 'Brisket Pho', 'Saigon Pho', 'Spicy S.s. Special Pho', 'Grilled Pork Chops Pho', 'Pork Dumplings Pho']","114 Macdougal StNew York, NY 10012"
Fish Cheeks,NoHo,"Seafood, Thai, Live/Raw Food",4.4,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/fish-cheeks-new-york?osq=Restaurants,https://www.yelp.com/biz/WJS06XxRdc6DD1s4LWE9HA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 12:00 PM - 10:00 PM', 'Tue: 12:00 PM - 10:00 PM', 'Wed: 12:00 PM - 10:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 11:00 PM', 'Sat: 12:00 PM - 11:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Coconut Crab Curry', 'Crab Fried Rice', 'Steamed Fish', 'Zabb Wings', 'Grilled Pork Cheeks', 'Tiger Prawn Karee', 'Somtum Corn Salad', 'Fried Fish', 'Chicken Wings', 'Crab Meat Curry', 'Crab Aob Woonsen', 'Pad Thai', 'Fried Chicken', 'Spicy Coconut Curry', 'Mango Sticky Rice', 'Pork Belly', 'Manila Clams', 'Whole Fish', 'Green Curry', 'Glass Noodles']","55 Bond StNew York, NY 10012"
Ye’s Apothecary,Lower East Side,"Szechuan, Speakeasies",4.4,"× Outdoor seating, √ Delivery, √ Takeout",$$$,https://www.yelp.com/biz/yes-apothecary-new-york-4?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: Closed', 'Tue: 5:00 PM - 12:00 AM (Next day)', 'Wed: 5:00 PM - 12:00 AM (Next day)', 'Thu: 5:00 PM - 12:00 AM (Next day)', 'Fri: 5:00 PM - 1:00 AM (Next day)', 'Sat: 5:00 PM - 1:00 AM (Next day)', 'Sun: 5:00 PM - 12:00 AM (Next day)']",[],"119 Orchard StNew York, NY 10002"
Monkey Bar,Midtown East,"American (Traditional), Bars",4.2,"× Outdoor seating, √ Takeout",,https://www.yelp.com/biz/monkey-bar-new-york-4?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 11:45 AM - 10:00 PM', 'Tue: 11:45 AM - 10:30 PM', 'Wed: 11:45 AM - 10:30 PM', 'Thu: 11:45 AM - 10:30 PM', 'Fri: 11:45 AM - 10:30 PM', 'Sat: 11:45 AM - 2:30 PM 5:00 PM - 10:30 PM', 'Sun: 11:45 AM - 2:30 PM 5:00 PM - 10:00 PM']","['Prime Rib', 'Crab Rangoon', 'Truffle Mac', 'Wedge Salad', 'White Fish Caesar Salad', 'Smoked Whitefish Caesar', 'Lemon Meringue Pie', 'Creamed Spinach', 'Vodka Rigatoni', 'Double Cheeseburger', 'Steak Tartare', 'Steak Frites', 'Spicy Shrimp Pasta', 'Truffle Pasta', 'Truffle Burger', 'Spectacular Banana Split', 'Vesper', 'Chocolate Pie', 'Spicy Fried Chicken', 'Miso Black Cod']","60 E 54th StNew York, NY 10022"
Ampersand,Gramercy,"Cocktail Bars, American (New)",4.3,√ Outdoor seating,$$,https://www.yelp.com/biz/ampersand-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=60,"['Mon: 4:00 PM - 2:00 AM (Next day)', 'Tue: 4:00 PM - 2:00 AM (Next day)', 'Wed: 4:00 PM - 2:00 AM (Next day)', 'Thu: 4:00 PM - 4:00 AM (Next day)', 'Fri: 4:00 PM - 4:00 AM (Next day)', 'Sat: 4:00 PM - 4:00 AM (Next day)', 'Sun: 4:00 PM - 1:00 AM (Next day)']","['Fish Tacos', 'Deviled Eggs', 'Lamb Burger', 'Wild Mushroom Tacos', 'Pork Tacos', 'Guac and Chips', 'Lamb Meatballs', 'Shishito']","294 3rd AveNew York, NY 10010"
Miriam,Upper West Side,"Mediterranean, Cocktail Bars, Middle Eastern",4.2,"√ Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/miriam-new-york?osq=Restaurants,https://www.yelp.com/biz/EuWNk5SJB7wADVHoCtxAqg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 10:00 AM - 10:00 PM', 'Tue: 10:00 AM - 10:00 PM', 'Wed: 10:00 AM - 10:00 PM', 'Thu: 10:00 AM - 11:00 PM', 'Fri: 10:00 AM - 11:00 PM', 'Sat: 10:00 AM - 11:00 PM', 'Sun: 9:00 AM - 10:00 PM']","['Lamb Shawarma', 'Chicken Shawarma', 'Kadaif Wrapped Shrimp', 'Mediterranean Salad', 'Jerusalem Bagel', 'Norwegian Eggs', 'Pomegranate Meatballs', 'Mouth Braised Short Ribs', 'Chicken Schnitzel', 'Grilled Halloumi Cheese & Artichoke Heart Salad', 'Israeli Breakfast', 'Burekas', 'Goat Cheese Crostini', 'Kanafe', 'Wild Striped Bass Shawarma', 'Miriams', 'Challah French Toast', 'Lentil Croquettes', 'Roasted Cauliflower', 'Egg Whites']","300 Amsterdam AveNew York, NY 10023"
Frying Pan,,"Bars, Seafood",3.8,"√ Outdoor seating, × Delivery, × Takeout",$$,https://www.yelp.com/biz/frying-pan-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 11:30 AM - 12:00 AM (Next day)', 'Tue: 11:30 AM - 12:00 AM (Next day)', 'Wed: 11:30 AM - 12:00 AM (Next day)', 'Thu: 11:30 AM - 12:00 AM (Next day)', 'Fri: 11:30 AM - 12:00 AM (Next day)', 'Sat: 11:30 AM - 12:00 AM (Next day)', 'Sun: 11:30 AM - 12:00 AM (Next day)']",[],"207 12th AveBig Red Boat in ParkNew York, NY 10001"
Tradisyon,Theater District,Filipino,4.3,"× Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/tradisyon-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 12:00 PM - 9:00 PM', 'Tue: 12:00 PM - 9:00 PM', 'Wed: 12:00 PM - 9:00 PM', 'Thu: 12:00 PM - 10:00 PM', 'Fri: 12:00 PM - 10:00 PM', 'Sat: 11:30 AM - 10:00 PM', 'Sun: 11:30 AM - 8:00 PM']","['Squid Adobo', 'Pork Adobo', 'Sisig', 'Lechon Kawali', 'Kare-kare', 'Chicken Adobo', 'Garlic Fried Rice Tray', 'Chicken Inasal', 'Pancit Palabok', 'Pata', 'Vegetable Lumpia Tray', 'Smoked Tinapa']","790 9th AveNew York, NY 10019"
Sala Thai Restaurant,Upper West Side,Thai,4.5,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/sala-thai-restaurant-new-york-2?osq=Restaurants,https://www.yelp.com/biz/VoAuIReq_cPUrFwxbWqG_Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 10:00 PM', 'Sat: 11:30 AM - 10:30 PM', 'Sun: 11:30 AM - 10:30 PM']","['Pad Thai', 'Thai Crepe Dumplings', 'Red Curry', 'Green Curry', 'Pad Thai Bolan', 'Papaya Salad', 'Panang Curry', 'Tom Yum Koong', 'Kea Mao', 'Pad Se-ew', 'Krapraw Gai Sub', 'Crab Fried Rice', 'Pineapple Fried Rice', 'Short Rib Beef Panang', 'Chicken Satay', 'Mango Sticky Rice', 'Tom Kha Gai', 'Basil Fried Rice']","307 Amsterdam AveNew York, NY 10023"
THEP Thai Restaurant,Upper East Side,"Thai, Noodles, Asian Fusion",4.5,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/thep-thai-restaurant-new-york-5?osq=Restaurants,https://www.yelp.com/biz/O1fUmxt3kbV-rnyjBtzAfw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 11:30 AM - 3:45 PM 5:00 PM - 10:30 PM', 'Tue: 11:30 AM - 3:45 PM 5:00 PM - 10:30 PM', 'Wed: 11:30 AM - 3:45 PM 5:00 PM - 10:30 PM', 'Thu: 11:30 AM - 3:45 PM 5:00 PM - 10:30 PM', 'Fri: 11:30 AM - 3:45 PM 5:00 PM - 11:30 PM', 'Sat: 12:00 PM - 11:30 PM', 'Sun: 12:00 PM - 10:30 PM']",[],"1439 2nd AveNew York, NY 10021"
Addictive NYC,Midtown West,"Mediterranean, Wine Bars, Tapas Bars",4.2,"× Outdoor seating, √ Delivery, √ Takeout",,https://www.yelp.com/biz/addictive-nyc-new-york?osq=Restaurants,https://www.yelp.com/biz/NmzDoAerQUdvMNT90gk4Xw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 4:30 PM - 10:30 PM', 'Tue: 4:00 PM - 10:30 PM', 'Wed: 4:00 PM - 10:30 PM', 'Thu: 4:00 PM - 10:30 PM', 'Fri: 4:00 PM - 11:00 PM', 'Sat: 3:00 PM - 11:00 PM', 'Sun: Closed']","['Tuna Tartare', 'Pasta Bolognese', 'Petite Filet Mignon', 'Burrata', 'Tiramisu', 'Shrimp Ceviche Tacos', 'Seafood Pasta', 'Salmon Piccata', 'Smoked Salmon Rolls', 'Avocado Salad']","19 West 46th StNew York, NY 10036"
PizzArte,Midtown West,"Pizza, Italian, Gluten-Free",4.1,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/pizzarte-new-york?osq=Restaurants,https://www.yelp.com/biz/xsQTIeq-WLkp4ParkTQpMQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 10:00 PM', 'Sat: 11:30 AM - 10:00 PM', 'Sun: 11:30 AM - 10:00 PM']",[],"69 W 55th StNew York, NY 10019"
Zen Ramen & Sushi,Midtown West,"Sushi Bars, Ramen, Salad",4.5,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/zen-ramen-and-sushi-new-york?osq=Restaurants,https://www.yelp.com/biz/mESab-FqL5QqSVsnX72asQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 11:30 AM - 10:00 PM', 'Tue: 11:30 AM - 10:00 PM', 'Wed: 11:30 AM - 10:00 PM', 'Thu: 11:30 AM - 10:00 PM', 'Fri: 11:30 AM - 10:00 PM', 'Sat: 12:00 PM - 10:00 PM', 'Sun: 12:00 PM - 10:00 PM']","['Spicy Tonkatsu Ramen', 'Spicy Tonkotsu', 'Tonkotsu Ramen', 'Spicy Vegetable Ramen', 'Spicy Tuna Roll', 'Bento Box', 'Spicy Beef Ramen', 'Pork Belly', 'Shrimp Tempura', 'Tonkotsu Shoyu', 'Ramen Noodles', 'California Roll', 'Seaweed Salad', 'Ramen Bowls']","150 W 36th streetNew York, NY 10018"
KYU - New York,NoHo,"Asian Fusion, Cocktail Bars, Barbeque",3.9,"√ Outdoor seating, √ Delivery, √ Takeout",$$$,https://www.yelp.com/biz/kyu-new-york-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 5:00 PM - 9:00 PM', 'Tue: 5:00 PM - 9:00 PM', 'Wed: 5:00 PM - 9:00 PM', 'Thu: 5:00 PM - 10:00 PM', 'Fri: 5:00 PM - 10:00 PM', 'Sat: 12:00 PM - 3:00 PM 5:00 PM - 10:00 PM', 'Sun: 12:00 PM - 3:00 PM 5:00 PM - 10:00 PM']","['Short Rib', 'Korean Fried Chicken', 'Tuna Crispy Rice', 'Stone Pot Fried Rice', 'Coconut Cake', 'Roasted Cauliflower', 'Baby Back Ribs', 'Wagyu Toast', 'Grilled Octopus', 'Soft Shell Crab', 'Duck Breast Burnt Ends', 'Shishito', 'Hamachi Crispy Rice', 'Pork Buns', 'Blackened Miso Corn Ribs', 'Crisp Pork Belly', 'Crispy Pork', 'Chicory Salad', 'Crab Fried Rice', 'Halibut']","324 Lafayette StNew York, NY 10012"
Seamore’s  Market Bar,Theater District,"Seafood, Tacos, Cocktail Bars",4.8,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/seamores-market-bar-new-york-3?osq=Restaurants,https://www.yelp.com/biz/8zDdTqBIxXNcEFY63C8rWQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=70,"['Mon: 11:00 AM - 9:00 PM', 'Tue: 11:00 AM - 9:00 PM', 'Wed: 11:00 AM - 9:00 PM', 'Thu: 11:00 AM - 9:00 PM', 'Fri: 11:00 AM - 9:00 PM', 'Sat: Closed', 'Sun: Closed']","['Maine Lobster Roll', 'Shrimp Taco', 'Tuna Poke']","152 W 52nd StNew York, NY 10019"
The Horny Ram,Midtown East,"American (New), Venues & Event Spaces, Gastropubs",4.2,"√ Outdoor seating, √ Delivery, √ Takeout",$$,https://www.yelp.com/biz/the-horny-ram-new-york-2?osq=Restaurants,https://www.yelp.com/biz/6hKJePanmG9AxK4dfwgyyg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=80,"['Mon: 12:00 PM - 12:00 AM (Next day)', 'Tue: 12:00 PM - 12:00 AM (Next day)', 'Wed: 12:00 PM - 2:00 AM (Next day)', 'Thu: 12:00 PM - 2:00 AM (Next day)', 'Fri: 12:00 PM - 4:00 AM (Next day)', 'Sat: 11:00 AM - 4:00 AM (Next day)', 'Sun: 11:00 AM - 12:00 AM (Next day)']",[],"951 2nd AveNew York, NY 10022"
JeJu Noodle Bar,West Village,"Korean, Noodles, Wine Bars",4.2,"× Outdoor seating, × Delivery, × Takeout",$$,https://www.yelp.com/biz/jeju-noodle-bar-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=80,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=80,"['Mon: Closed', 'Tue: Closed', 'Wed: 5:00 PM - 10:00 PM', 'Thu: 5:00 PM - 10:00 PM', 'Fri: 5:00 PM - 10:00 PM', 'Sat: 3:00 PM - 10:00 PM', 'Sun: 3:00 PM - 10:00 PM']","['Toro Ssam Bap', 'Chicken Wings', 'Gochu Ramyun', 'Wagyu Ramyun', 'Fried Chicken', 'Family Ramyun', 'Pork Belly', 'Fish Coop Ramyun', 'Veal Broth Ramyun', 'Prix Fixe', 'Lamb Ja Jang Myun', 'Fatty Tuna', 'Truffle Bibim Myun', 'Pork Broth Ramen', 'Prime Ribeye Ssam', 'Cucumber Kimchi', 'White Kimchi', 'Gochujang Bokum', 'Toro Ssambap Amberjack Jajjang Ribs', 'Truffle Kong Gooksoo']","679 Greenwich StNew York, NY 10014"
Bad Roman,Hell's Kitchen,"American (New), Italian",3.9,"× Outdoor seating, × Delivery, × Takeout",$$$$,https://www.yelp.com/biz/bad-roman-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=80,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Manhattan%2C+NY&start=80,"['Mon: 11:30 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Tue: 11:30 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Wed: 11:30 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Thu: 11:30 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Fri: 11:30 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sat: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM', 'Sun: 10:00 AM - 3:00 PM 5:00 PM - 11:00 PM']","['Whipped Ricotta', 'Roni Cups', 'Black Truffle Honey Burrata', 'Short Rib Pappardelle', 'Filet Mignon Meatballs', 'Roasted Garlic Babka', 'Chicken Scarpariello Rigatoni', 'Yellowtail Crudo', 'Rock Shrimp Garganelli', 'Pepperoni Cups', 'Penne Luongo Alla Gricia', 'Osetra Caviar Gnocchi', 'Cappelletti Bistecca', 'Spicy Gem Caesar', 'Truffled Honey Ricotta', 'Honey Truffle Ricotta', 'Caesar Salad', 'Rock Shrimp Pasta', 'Tequila Granita', 'Sorbetto']","10 Columbus CirNew York, NY 10019"
